timestamp,status,value
2025-06-22T19:18:32.485385,Dik Durma,176.98
2025-06-22T19:18:32.518577,Dik Durma,176.69
2025-06-22T19:18:32.549634,Dik Durma,176.59
2025-06-22T19:18:32.581796,Dik Durma,176.69
2025-06-22T19:18:32.613794,Dik Durma,176.71
2025-06-22T19:18:32.638800,Dik Durma,176.66
2025-06-22T19:18:32.689583,Dik Durma,176.52
2025-06-22T19:18:32.735584,Dik Durma,176.57
2025-06-22T19:18:32.768113,Dik Durma,176.74
2025-06-22T19:18:32.799351,Dik Durma,176.81
2025-06-22T19:18:32.831704,Dik Durma,176.91
2025-06-22T19:18:32.869217,Dik Durma,177.00
2025-06-22T19:18:32.924581,Dik Durma,177.16
2025-06-22T19:18:32.953018,Dik Durma,177.12
2025-06-22T19:18:34.819942,Omuz Hizası Bozuk,26.01
2025-06-22T19:18:34.865460,Dik Durma,173.06
2025-06-22T19:18:34.894458,Dik Durma,172.46
2025-06-22T19:18:34.931463,Dik Durma,172.34
2025-06-22T19:18:34.994538,Dik Durma,172.57
2025-06-22T19:18:35.018537,Dik Durma,173.07
2025-06-22T19:18:36.882896,Omuz Hizası Bozuk,26.04
2025-06-22T19:18:36.924742,Dik Durma,172.67
2025-06-22T19:18:36.966763,Dik Durma,172.43
2025-06-22T19:18:36.990767,Dik Durma,172.87
2025-06-22T19:18:37.016955,Dik Durma,173.05
2025-06-22T19:18:37.049953,Dik Durma,172.55
2025-06-22T19:18:37.080513,Dik Durma,172.63
2025-06-22T19:18:37.111023,Dik Durma,172.35
2025-06-22T19:18:37.143583,Dik Durma,172.26
2025-06-22T19:18:37.173490,Dik Durma,172.18
2025-06-22T19:18:37.206205,Dik Durma,172.22
2025-06-22T19:18:37.238529,Dik Durma,172.08
2025-06-22T19:18:37.270532,Dik Durma,171.72
2025-06-22T19:18:37.297055,Dik Durma,172.86
2025-06-22T19:18:37.331547,Dik Durma,174.16
2025-06-22T19:18:37.361547,Dik Durma,174.37
2025-06-22T19:18:37.392590,Dik Durma,174.49
2025-06-22T19:18:37.425201,Dik Durma,174.68
2025-06-22T19:18:37.456278,Dik Durma,174.70
2025-06-22T19:18:37.488539,Dik Durma,174.74
2025-06-22T19:18:37.520515,Dik Durma,174.79
2025-06-22T19:18:37.553548,Dik Durma,175.00
2025-06-22T19:18:37.578161,Dik Durma,174.96
2025-06-22T19:18:37.609932,Dik Durma,175.10
2025-06-22T19:18:37.642940,Dik Durma,175.54
2025-06-22T19:18:37.691250,Dik Durma,175.61
2025-06-22T19:18:37.739247,Dik Durma,175.82
2025-06-22T19:18:37.766264,Dik Durma,175.38
2025-06-22T19:18:37.798002,Dik Durma,175.16
2025-06-22T19:18:37.829382,Dik Durma,175.12
2025-06-22T19:18:37.863397,Dik Durma,175.19
2025-06-22T19:18:37.893874,Dik Durma,175.68
2025-06-22T19:18:37.925388,Dik Durma,175.74
2025-06-22T19:18:37.957389,Dik Durma,175.88
2025-06-22T19:18:37.985413,Dik Durma,175.55
2025-06-22T19:18:38.016187,Dik Durma,175.57
2025-06-22T19:18:38.046599,Dik Durma,175.34
2025-06-22T19:18:38.090147,Dik Durma,175.52
2025-06-22T19:18:38.148980,Dik Durma,175.55
2025-06-22T19:18:38.206845,Dik Durma,175.55
2025-06-22T19:18:38.239873,Dik Durma,175.54
2025-06-22T19:18:38.266874,Dik Durma,175.63
2025-06-22T19:18:38.301493,Dik Durma,175.76
2025-06-22T19:18:38.328538,Dik Durma,175.81
2025-06-22T19:18:38.363539,Dik Durma,176.00
2025-06-22T19:18:38.406859,Dik Durma,175.96
2025-06-22T19:18:38.437169,Dik Durma,175.91
2025-06-22T19:18:38.469522,Dik Durma,175.91
2025-06-22T19:18:38.502462,Dik Durma,175.98
2025-06-22T19:18:38.534216,Dik Durma,176.08
2025-06-22T19:18:38.567108,Dik Durma,176.00
2025-06-22T19:18:38.599077,Dik Durma,175.88
2025-06-22T19:18:38.623076,Dik Durma,175.55
2025-06-22T19:18:38.657590,Dik Durma,175.27
2025-06-22T19:18:38.690611,Dik Durma,175.14
2025-06-22T19:18:38.719126,Dik Durma,174.32
2025-06-22T19:18:38.751124,Dik Durma,173.74
2025-06-22T19:18:38.783130,Dik Durma,172.94
2025-06-22T19:18:38.814150,Dik Durma,173.26
2025-06-22T19:18:38.854601,Dik Durma,173.45
2025-06-22T19:18:38.912841,Dik Durma,173.86
2025-06-22T19:18:38.937899,Dik Durma,174.22
2025-06-22T19:18:38.969901,Dik Durma,174.30
2025-06-22T19:18:39.014417,Dik Durma,174.03
2025-06-22T19:18:39.038418,Dik Durma,174.04
2025-06-22T19:18:39.064098,Dik Durma,174.21
2025-06-22T19:18:39.094855,Dik Durma,174.14
2025-06-22T19:18:39.126368,Dik Durma,174.32
2025-06-22T19:18:39.157428,Dik Durma,174.46
2025-06-22T19:18:39.190150,Dik Durma,173.84
2025-06-22T19:18:39.219686,Dik Durma,174.01
2025-06-22T19:18:39.253685,Dik Durma,173.36
2025-06-22T19:18:39.285702,Dik Durma,173.08
2025-06-22T19:18:39.318045,Dik Durma,173.18
2025-06-22T19:18:39.343474,Dik Durma,173.41
2025-06-22T19:18:39.378472,Dik Durma,173.45
2025-06-22T19:18:39.408985,Dik Durma,173.46
2025-06-22T19:18:39.442466,Dik Durma,173.34
2025-06-22T19:18:39.473467,Dik Durma,173.75
2025-06-22T19:18:39.504466,Dik Durma,173.96
2025-06-22T19:18:39.537471,Dik Durma,175.13
2025-06-22T19:18:39.562476,Dik Durma,175.97
2025-06-22T19:18:39.606911,Dik Durma,175.99
2025-06-22T19:18:39.664467,Dik Durma,177.52
2025-06-22T19:18:39.688478,Dik Durma,175.90
2025-06-22T19:18:39.720456,Dik Durma,176.21
2025-06-22T19:18:39.748596,Dik Durma,176.33
2025-06-22T19:18:39.781597,Dik Durma,177.22
2025-06-22T19:18:39.813118,Dik Durma,175.82
2025-06-22T19:18:39.845117,Dik Durma,179.44
2025-06-22T19:18:39.879116,Dik Durma,179.24
2025-06-22T19:18:39.909633,Dik Durma,175.41
2025-06-22T19:18:39.935630,Dik Durma,175.48
2025-06-22T19:18:39.968366,Dik Durma,175.52
2025-06-22T19:18:39.998021,Kişi Algılanamadı,0.00
2025-06-22T19:18:41.828989,Boyun Öne Eğik,134.92
2025-06-22T19:18:41.878871,Dik Durma,174.77
2025-06-22T19:18:41.908874,Dik Durma,175.31
2025-06-22T19:18:41.939925,Dik Durma,176.05
2025-06-22T19:18:41.974048,Dik Durma,174.81
2025-06-22T19:18:42.006052,Dik Durma,174.95
2025-06-22T19:18:42.031248,Dik Durma,174.72
2025-06-22T19:18:42.064772,Dik Durma,174.44
2025-06-22T19:18:42.102319,Dik Durma,174.72
2025-06-22T19:18:42.168360,Dik Durma,174.63
2025-06-22T19:18:42.192357,Dik Durma,174.69
2025-06-22T19:18:42.217355,Dik Durma,174.69
2025-06-22T19:18:42.251443,Dik Durma,174.56
2025-06-22T19:18:42.285953,Dik Durma,174.54
2025-06-22T19:18:43.892803,Boyun Öne Eğik,138.18
2025-06-22T19:18:43.941420,Dik Durma,175.80
2025-06-22T19:18:43.970432,Dik Durma,175.69
2025-06-22T19:18:44.000164,Dik Durma,176.72
2025-06-22T19:18:44.031195,Dik Durma,176.89
2025-06-22T19:18:44.062380,Dik Durma,176.67
2025-06-22T19:18:44.092707,Dik Durma,176.71
2025-06-22T19:18:44.126237,Dik Durma,176.38
2025-06-22T19:18:44.158773,Dik Durma,176.17
2025-06-22T19:18:44.191781,Dik Durma,176.12
2025-06-22T19:18:44.220290,Dik Durma,176.13
2025-06-22T19:18:44.254215,Dik Durma,176.48
2025-06-22T19:18:44.289247,Dik Durma,176.99
2025-06-22T19:18:44.316791,Dik Durma,177.07
2025-06-22T19:18:44.349052,Dik Durma,177.32
2025-06-22T19:18:44.390665,Dik Durma,177.38
2025-06-22T19:18:44.438431,Dik Durma,177.33
2025-06-22T19:18:44.470331,Dik Durma,176.12
2025-06-22T19:18:44.504335,Dik Durma,176.29
2025-06-22T19:18:44.532864,Dik Durma,175.79
2025-06-22T19:18:44.566422,Dik Durma,176.02
2025-06-22T19:18:44.596434,Dik Durma,175.58
2025-06-22T19:18:44.628833,Dik Durma,175.47
2025-06-22T19:18:44.655762,Dik Durma,175.40
2025-06-22T19:18:44.688765,Dik Durma,175.78
2025-06-22T19:18:44.718524,Dik Durma,176.06
2025-06-22T19:18:44.751524,Dik Durma,176.37
2025-06-22T19:18:44.784524,Dik Durma,176.66
2025-06-22T19:18:44.814039,Dik Durma,177.31
2025-06-22T19:18:44.845040,Dik Durma,177.77
2025-06-22T19:18:44.896044,Dik Durma,177.70
2025-06-22T19:18:44.937110,Dik Durma,177.30
2025-06-22T19:18:44.968111,Dik Durma,177.21
2025-06-22T19:18:45.002284,Dik Durma,177.35
2025-06-22T19:18:45.035791,Dik Durma,177.17
2025-06-22T19:18:45.071315,Dik Durma,177.02
2025-06-22T19:18:45.124846,Dik Durma,176.76
2025-06-22T19:18:45.157367,Dik Durma,176.69
2025-06-22T19:18:45.188368,Dik Durma,176.60
2025-06-22T19:18:45.219880,Dik Durma,176.27
2025-06-22T19:18:45.251344,Dik Durma,175.86
2025-06-22T19:18:45.280344,Dik Durma,175.25
2025-06-22T19:18:45.318864,Dik Durma,175.23
2025-06-22T19:18:45.343860,Dik Durma,175.08
2025-06-22T19:18:45.377043,Dik Durma,175.16
2025-06-22T19:18:45.407636,Dik Durma,175.29
2025-06-22T19:18:45.439583,Dik Durma,175.54
2025-06-22T19:18:45.470584,Dik Durma,175.76
2025-06-22T19:18:45.500606,Dik Durma,176.00
2025-06-22T19:18:45.533115,Dik Durma,175.89
2025-06-22T19:18:45.561539,Dik Durma,175.92
2025-06-22T19:18:45.594472,Dik Durma,176.34
2025-06-22T19:18:45.623726,Dik Durma,176.14
2025-06-22T19:18:45.655647,Dik Durma,175.71
2025-06-22T19:18:45.687649,Dik Durma,175.69
2025-06-22T19:18:45.720162,Dik Durma,175.59
2025-06-22T19:18:45.750172,Dik Durma,175.56
2025-06-22T19:18:45.782161,Dik Durma,175.53
2025-06-22T19:18:45.814677,Dik Durma,175.19
2025-06-22T19:18:45.845692,Dik Durma,174.81
2025-06-22T19:18:45.875097,Dik Durma,174.22
2025-06-22T19:18:45.910629,Dik Durma,174.32
2025-06-22T19:18:45.943212,Dik Durma,174.12
2025-06-22T19:18:45.975230,Dik Durma,174.32
2025-06-22T19:18:46.003237,Dik Durma,174.30
2025-06-22T19:18:46.033747,Dik Durma,174.64
2025-06-22T19:18:46.063318,Dik Durma,174.90
2025-06-22T19:18:46.107820,Dik Durma,174.75
2025-06-22T19:18:46.156990,Dik Durma,174.77
2025-06-22T19:18:46.186989,Dik Durma,174.55
2025-06-22T19:18:46.217501,Dik Durma,174.28
2025-06-22T19:18:46.250502,Dik Durma,174.32
2025-06-22T19:18:46.292708,Dik Durma,174.08
2025-06-22T19:18:46.320442,Dik Durma,174.48
2025-06-22T19:18:46.354441,Dik Durma,174.79
2025-06-22T19:18:46.383441,Dik Durma,174.39
2025-06-22T19:18:46.438956,Dik Durma,174.83
